hora,dia,feriado,estação,temperatura,chuva,umidade,sol,visibilidade,vento
4,sábado,não,inverno,17.9,0.0,67.1,0.0,60.0%,0.97
9,quinta,não,primavera,30.1,0.0,40.7,1.79,75.0%,1.57
22,domingo,não,inverno,20.0,0.0,67.9,0.0,37.0%,1.57
15,segunda,não,inverno,22.0,0.0,41.5,0.72,96.0%,3.97
5,terça,não,verão,30.9,0.0,64.1,0.0,97.0%,1.69
6,sábado,não,inverno,8.4,0.0,52.0,0.0,97.0%,3.01
21,segunda,não,verão,34.3,0.0,84.5,0.0,97.0%,1.21
5,sexta,não,outono,30.2,0.58,88.2,0.0,97.0%,2.41
10,domingo,não,inverno,17.1,0.0,48.3,0.48,76.0%,2.41
2,domingo,não,primavera,22.0,0.0,60.3,0.0,52.0%,1.69
12,sábado,não,outono,31.3,0.0,49.0,2.67,95.0%,3.97
1,domingo,sim,inverno,22.1,0.0,76.9,0.0,10.0%,0.85
16,segunda,não,verão,38.7,0.0,43.7,2.51,89.0%,3.73
17,segunda,não,inverno,21.1,0.0,63.3,0.1,76.0%,3.25
15,quarta,não,outono,34.8,0.0,44.5,2.28,97.0%,1.69
3,quarta,não,primavera,19.2,0.0,48.3,0.0,97.0%,2.77
19,sábado,não,primavera,20.0,1.15,89.0,0.0,17.0%,2.41
21,quarta,não,verão,36.5,0.0,76.9,0.0,78.0%,1.69
1,terça,não,primavera,20.2,0.0,52.8,0.0,83.0%,2.65
18,domingo,não,primavera,33.1,0.0,34.7,1.25,97.0%,2.41
14,quarta,não,inverno,23.5,0.0,58.8,0.58,15.0%,3.37
15,quarta,não,verão,37.9,0.0,69.4,1.29,74.0%,3.01
11,quinta,não,verão,39.3,0.0,58.8,1.78,93.0%,3.25
14,sexta,não,outono,37.7,0.0,50.5,2.39,97.0%,1.93
23,sábado,não,verão,33.1,0.0,73.1,0.0,57.0%,2.17
10,terça,sim,primavera,32.1,0.0,59.6,1.43,83.0%,2.41
18,quinta,não,verão,41.3,0.0,58.1,0.8,80.0%,4.21
23,sexta,não,inverno,8.7,0.0,46.8,0.0,85.0%,3.49
8,terça,não,primavera,28.5,2.3,91.2,0.08,20.0%,1.45
16,segunda,não,inverno,23.3,0.0,46.0,0.48,40.0%,1.33
17,quinta,não,inverno,18.9,0.0,61.8,0.08,97.0%,2.17
21,segunda,não,primavera,24.6,1.73,89.0,0.0,42.0%,2.77
4,sábado,não,inverno,15.5,0.0,62.6,0.0,71.0%,5.53
1,quarta,não,outono,25.1,0.0,81.4,0.0,50.0%,1.69
10,sexta,não,inverno,14.7,0.0,37.7,0.64,96.0%,3.61
9,quarta,não,outono,20.3,0.0,40.7,0.3,60.0%,1.81
22,sábado,não,inverno,19.5,0.0,87.5,0.0,5.0%,1.69
7,terça,não,verão,33.9,2.3,89.0,0.02,86.0%,3.13
0,sábado,não,primavera,20.3,0.0,52.8,0.0,97.0%,2.89
8,segunda,não,inverno,15.5,0.0,76.9,0.01,74.0%,0.25
15,domingo,não,outono,33.8,0.58,80.7,0.77,17.0%,2.05
10,terça,não,outono,33.5,0.0,58.8,1.74,79.0%,1.45
21,segunda,não,inverno,19.5,0.0,65.6,0.0,29.0%,1.69
12,quarta,não,inverno,22.9,0.0,68.6,0.42,48.0%,4.93
15,terça,não,verão,36.7,0.0,46.0,2.58,97.0%,2.53
20,quarta,não,inverno,20.1,0.0,90.5,0.0,72.0%,2.05
9,domingo,não,inverno,14.4,0.0,45.2,0.1,95.0%,6.37
2,domingo,não,outono,23.4,0.0,69.4,0.0,57.0%,1.69
2,sábado,não,primavera,21.7,0.0,55.8,0.0,33.0%,2.29
6,segunda,não,inverno,11.1,0.0,50.5,0.0,96.0%,1.45
2,quarta,não,outono,24.7,0.0,83.7,0.0,45.0%,1.45
17,quinta,não,primavera,24.7,0.0,46.8,1.35,78.0%,4.09
12,sexta,não,verão,35.9,0.0,45.2,2.61,67.0%,3.97
1,segunda,não,inverno,14.8,0.0,54.3,0.0,81.0%,0.73
17,sábado,não,outono,30.8,0.0,43.0,0.7,57.0%,1.57
4,quarta,não,primavera,33.2,0.0,83.0,0.0,19.0%,0.85
3,sábado,não,verão,33.7,0.0,58.8,0.0,89.0%,1.45
5,sexta,não,verão,33.1,1.73,91.2,0.0,7.0%,0.85
7,sexta,não,verão,33.0,0.0,91.2,0.03,13.0%,1.33
15,sábado,não,outono,36.9,0.0,54.3,0.93,92.0%,3.85
6,sábado,não,inverno,19.1,0.0,80.7,0.0,12.0%,3.25
22,quinta,não,inverno,17.6,0.0,76.9,0.0,42.0%,0.97
19,terça,não,inverno,19.3,0.0,54.3,0.0,91.0%,0.73
7,sábado,não,outono,22.5,0.0,67.1,0.01,97.0%,1.45
1,sexta,não,primavera,26.0,0.0,61.1,0.0,72.0%,2.41
16,terça,não,primavera,22.1,0.0,49.8,0.81,97.0%,5.29
15,quinta,não,outono,29.4,0.0,45.2,1.45,39.0%,3.25
21,terça,não,primavera,25.4,2.3,85.2,0.0,30.0%,2.77
6,terça,não,inverno,15.5,0.0,70.9,0.0,57.0%,2.17
23,sábado,não,primavera,23.9,0.0,76.2,0.0,81.0%,4.81
13,terça,não,primavera,36.9,0.0,43.7,3.14,64.0%,2.05
9,sexta,não,outono,29.3,0.0,55.8,0.66,97.0%,1.69
19,segunda,não,verão,38.9,0.0,59.6,0.06,57.0%,2.53
2,segunda,não,primavera,27.7,0.0,64.9,0.0,24.0%,1.69
18,quarta,não,inverno,17.4,0.12,77.7,0.0,34.0%,2.17
14,sexta,não,inverno,20.5,0.0,37.7,1.16,73.0%,2.89
4,quarta,não,primavera,25.4,0.0,76.2,0.0,21.0%,1.33
16,quinta,não,outono,29.0,0.0,46.0,0.94,48.0%,2.53
0,sábado,não,inverno,13.9,0.0,47.5,0.0,94.0%,2.17
15,quarta,não,inverno,24.1,0.0,54.3,1.68,37.0%,5.17
3,sábado,não,outono,26.2,0.0,76.9,0.0,90.0%,0.61
13,domingo,sim,inverno,20.0,0.0,45.2,1.15,77.0%,4.69
23,quinta,não,outono,33.3,0.0,73.1,0.0,96.0%,0.61
11,sexta,não,verão,33.6,0.0,61.1,2.24,93.0%,1.93
22,domingo,não,primavera,26.1,4.61,85.2,0.0,23.0%,2.65
8,terça,sim,primavera,30.5,0.0,65.6,1.0,84.0%,1.21
0,quarta,não,inverno,17.4,0.0,39.2,0.0,97.0%,4.33
22,quinta,não,primavera,24.9,0.0,86.0,0.0,24.0%,4.69
15,quinta,não,primavera,32.6,0.0,43.0,1.63,97.0%,6.01
19,terça,não,primavera,28.9,0.0,28.7,0.25,97.0%,3.61
16,quinta,sim,inverno,20.5,0.0,30.2,1.45,97.0%,3.85
18,segunda,não,verão,39.9,0.0,53.5,1.26,96.0%,3.85
17,segunda,não,outono,31.2,0.0,55.0,0.55,47.0%,3.61
4,quinta,não,outono,29.8,0.0,67.9,0.0,97.0%,0.97
19,terça,não,primavera,33.2,0.0,71.6,0.14,62.0%,3.25
11,quarta,não,inverno,12.7,0.0,38.5,1.73,92.0%,5.89
9,domingo,não,outono,25.3,0.0,60.3,0.98,85.0%,1.69
3,domingo,não,primavera,28.7,0.0,65.6,0.0,97.0%,2.29
3,terça,não,verão,36.2,0.12,64.9,0.0,85.0%,5.65
0,quinta,não,inverno,16.5,0.0,61.8,0.0,97.0%,2.29
14,sábado,não,outono,31.7,0.0,34.7,2.29,95.0%,2.17
6,sexta,não,outono,23.1,0.0,76.2,0.0,97.0%,0.85
10,terça,não,verão,34.9,0.0,43.7,2.09,91.0%,1.81
12,domingo,não,outono,25.4,0.0,72.4,0.29,18.0%,2.65
14,quinta,não,inverno,21.3,0.0,49.8,0.72,35.0%,3.01
11,terça,não,inverno,20.1,0.0,64.9,1.12,14.0%,3.73
12,terça,não,primavera,29.5,0.0,53.5,1.76,30.0%,3.13
9,segunda,não,inverno,18.4,0.0,43.0,0.06,93.0%,1.21
2,sexta,não,outono,17.7,0.0,50.5,0.0,97.0%,3.97
8,domingo,não,primavera,23.0,0.0,76.9,0.56,32.0%,1.33
1,domingo,não,inverno,17.4,0.0,50.5,0.0,87.0%,0.97
16,terça,não,outono,35.1,0.0,49.0,1.22,97.0%,1.45
4,terça,não,outono,21.6,0.0,65.6,0.0,68.0%,0.25
0,sábado,não,primavera,29.2,0.0,62.6,0.0,37.0%,0.49
19,quarta,não,primavera,32.9,0.0,91.2,0.01,10.0%,2.89
0,sábado,não,verão,34.7,0.0,54.3,0.0,97.0%,1.69
10,quarta,não,outono,23.1,0.0,55.0,1.51,92.0%,2.89
16,quinta,não,outono,30.7,0.0,48.3,1.28,97.0%,2.41
22,terça,não,primavera,35.0,0.0,62.6,0.0,36.0%,0.97
9,sexta,não,primavera,27.1,0.0,61.1,1.39,49.0%,1.21
20,segunda,não,inverno,13.4,0.0,49.0,0.0,97.0%,4.81
3,domingo,não,primavera,26.1,0.0,79.2,0.0,33.0%,3.97
7,sábado,não,primavera,18.7,0.0,66.4,0.01,97.0%,1.21
7,sábado,não,primavera,23.8,2.3,84.5,0.01,30.0%,1.09
17,domingo,não,outono,32.4,0.0,66.4,0.4,97.0%,1.69
9,quinta,não,inverno,12.1,0.0,51.3,0.13,82.0%,0.85
10,sexta,não,outono,19.2,0.0,38.5,1.13,90.0%,1.33
12,sábado,não,verão,38.5,0.0,61.8,2.64,66.0%,3.01
1,sábado,não,verão,37.5,0.0,74.7,0.0,96.0%,2.77
2,terça,não,primavera,21.7,0.0,51.3,0.0,97.0%,4.33
0,terça,não,inverno,20.1,0.0,48.3,0.0,53.0%,2.41
0,sexta,não,outono,34.0,0.0,60.3,0.0,97.0%,2.05
2,sexta,não,inverno,18.7,0.0,65.6,0.0,34.0%,1.45
16,quinta,não,inverno,16.7,0.0,39.2,0.35,91.0%,1.33
20,terça,não,outono,28.2,0.0,69.4,0.0,73.0%,2.65
12,quarta,não,verão,40.9,0.0,52.0,2.95,94.0%,1.93
16,sexta,não,inverno,18.3,0.0,46.0,0.13,48.0%,0.97
21,domingo,não,primavera,22.0,0.0,43.0,0.0,97.0%,4.09
23,quinta,não,primavera,26.9,0.0,56.6,0.0,58.0%,2.29
21,sábado,não,verão,35.8,0.0,70.9,0.0,93.0%,2.89
18,quinta,não,outono,36.1,0.0,60.3,0.47,97.0%,2.41
0,quarta,não,outono,27.7,0.0,59.6,0.0,97.0%,3.37
13,terça,não,outono,35.4,0.0,48.3,2.18,83.0%,3.25
19,terça,sim,outono,31.9,0.0,47.5,0.0,97.0%,0.97
8,terça,não,inverno,14.9,0.0,61.8,0.0,78.0%,2.89
23,quinta,não,inverno,18.7,0.0,53.5,0.0,51.0%,3.01
12,domingo,não,outono,26.3,0.0,73.9,1.84,88.0%,2.17
8,quinta,não,outono,32.3,0.0,69.4,0.18,97.0%,1.81
3,quarta,não,verão,31.3,0.0,91.2,0.0,14.0%,3.73
10,domingo,não,primavera,25.2,0.0,64.9,1.76,45.0%,2.77
10,sexta,não,outono,33.9,0.58,85.2,0.2,84.0%,1.09
6,sexta,não,inverno,12.7,0.0,43.0,0.0,96.0%,1.93
13,terça,não,inverno,20.2,0.0,41.5,1.42,47.0%,5.05
0,sexta,não,verão,34.5,0.0,64.1,0.0,97.0%,2.29
23,terça,não,verão,37.5,0.0,77.7,0.0,72.0%,1.81
6,domingo,não,inverno,14.4,0.0,47.5,0.0,96.0%,3.73
8,sexta,não,verão,30.8,0.0,71.6,0.61,97.0%,1.57
4,quinta,não,inverno,14.3,0.0,45.2,0.0,97.0%,3.01
14,segunda,sim,outono,30.9,0.0,47.5,0.67,97.0%,2.17
18,quarta,não,inverno,19.3,0.0,70.9,0.0,31.0%,3.25
22,terça,não,primavera,29.3,0.0,78.4,0.0,97.0%,1.69
3,quinta,não,inverno,11.2,0.0,54.3,0.0,80.0%,0.73
6,sexta,não,outono,17.8,0.0,69.4,0.0,64.0%,1.21
1,quinta,não,verão,32.2,0.0,72.4,0.0,44.0%,1.45
16,sábado,não,verão,41.1,0.0,53.5,0.61,97.0%,3.25
20,segunda,não,primavera,21.2,0.0,68.6,0.0,55.0%,1.57
14,segunda,não,primavera,23.7,0.0,49.8,1.24,82.0%,2.05
17,terça,não,outono,26.8,0.0,48.3,0.33,96.0%,2.53
0,sexta,não,inverno,19.5,0.46,83.0,0.0,3.0%,3.49
11,domingo,não,primavera,22.5,0.0,49.0,2.12,74.0%,1.81
11,domingo,não,outono,34.9,0.0,51.3,2.55,95.0%,2.77
0,domingo,não,outono,33.5,0.0,79.9,0.0,46.0%,2.05
16,sexta,não,verão,41.4,0.0,59.6,2.01,80.0%,3.25
12,domingo,não,verão,38.9,0.0,46.0,2.98,91.0%,2.41
23,quinta,não,verão,38.5,0.0,64.9,0.0,83.0%,1.21
23,quinta,não,primavera,29.2,0.0,79.9,0.0,23.0%,1.81
9,quarta,não,verão,32.3,3.46,91.2,0.14,40.0%,1.81
20,quarta,não,outono,27.2,0.0,76.2,0.0,41.0%,2.17
9,quinta,não,outono,25.6,0.0,63.3,0.93,97.0%,1.33
8,terça,não,primavera,19.0,0.0,91.2,0.22,7.0%,1.33
17,segunda,não,outono,25.0,0.0,50.5,0.43,97.0%,6.13
20,sábado,não,primavera,27.7,0.0,52.0,0.0,84.0%,2.17
15,terça,não,outono,35.2,0.0,47.5,1.88,97.0%,2.17
17,sábado,não,inverno,14.0,0.0,34.7,0.28,97.0%,2.05
15,terça,não,primavera,31.3,0.0,36.2,2.86,97.0%,4.93
13,quinta,sim,inverno,19.8,0.0,31.7,2.3,95.0%,4.33
0,quarta,não,outono,29.7,0.0,56.6,0.0,97.0%,2.05
6,sexta,não,inverno,13.4,0.0,43.7,0.0,97.0%,4.09
1,sexta,não,outono,29.3,0.0,58.1,0.0,97.0%,2.05
19,quinta,não,inverno,20.7,0.0,63.3,0.0,46.0%,3.49
1,quarta,não,outono,24.1,0.0,63.3,0.0,69.0%,1.57
6,domingo,não,verão,31.9,0.0,84.5,0.0,52.0%,0.97
1,domingo,não,verão,38.3,0.0,64.1,0.0,85.0%,1.57
14,sexta,sim,inverno,22.3,0.0,59.6,0.48,38.0%,0.97
1,quarta,não,verão,33.5,0.58,91.2,0.0,97.0%,0.85
1,quarta,não,inverno,19.3,0.0,87.5,0.0,11.0%,0.73
6,domingo,não,verão,31.8,0.0,83.7,0.01,12.0%,2.65
18,terça,não,primavera,27.7,0.0,50.5,0.36,97.0%,2.17
12,segunda,não,outono,25.2,0.0,46.8,1.08,55.0%,1.69
11,domingo,não,verão,33.8,0.0,79.9,0.47,97.0%,1.57
13,sexta,sim,inverno,20.7,0.0,30.9,2.2,96.0%,4.09
7,terça,não,outono,25.1,0.0,69.4,0.0,73.0%,0.73
1,segunda,não,inverno,18.2,0.0,42.2,0.0,97.0%,1.09
3,sábado,não,inverno,15.1,0.0,57.3,0.0,96.0%,2.17
19,domingo,não,outono,22.5,0.0,73.1,0.0,26.0%,1.57
0,sábado,não,verão,32.7,0.0,60.3,0.0,97.0%,2.41
12,domingo,sim,inverno,19.3,0.0,53.5,1.1,68.0%,5.65
3,domingo,não,primavera,22.0,0.0,61.1,0.0,53.0%,1.57
14,segunda,não,verão,40.8,0.0,52.0,3.23,90.0%,3.25
8,segunda,não,outono,32.0,0.0,76.9,0.32,61.0%,3.25
7,quinta,não,inverno,16.2,0.0,70.1,0.0,61.0%,0.85
22,sábado,não,outono,30.7,0.0,64.9,0.0,97.0%,0.97
7,sábado,não,verão,35.2,0.0,71.6,0.34,60.0%,0.73
21,domingo,não,inverno,11.9,0.0,56.6,0.0,97.0%,3.25
19,quinta,não,primavera,30.0,0.0,64.1,0.11,37.0%,2.89
9,sábado,não,primavera,30.4,0.0,43.0,1.61,25.0%,1.57
10,segunda,não,inverno,13.7,0.0,58.1,0.52,77.0%,4.09
5,quarta,não,verão,31.1,0.0,91.2,0.0,20.0%,1.69
16,sexta,não,verão,38.1,0.0,56.6,2.27,97.0%,3.85
3,terça,não,inverno,14.2,0.0,61.1,0.0,91.0%,2.17
18,segunda,não,inverno,13.1,0.0,42.2,0.02,97.0%,5.65
20,segunda,não,primavera,21.2,0.0,62.6,0.0,48.0%,5.77
10,sexta,não,verão,38.2,0.0,75.4,1.52,41.0%,1.93
15,quarta,sim,verão,43.3,0.0,46.8,1.72,97.0%,1.93
8,quarta,não,primavera,19.4,0.0,49.8,0.13,97.0%,2.41
2,segunda,não,outono,24.8,0.0,76.9,0.0,30.0%,0.25
10,sábado,não,verão,37.3,0.0,67.1,1.74,74.0%,2.05
10,sexta,não,outono,28.3,0.0,51.3,1.48,90.0%,0.85
10,quinta,não,inverno,10.9,0.0,52.8,0.48,80.0%,4.69
16,sábado,não,outono,34.6,0.0,73.9,0.13,97.0%,0.97
3,sexta,não,primavera,26.9,0.0,73.9,0.0,83.0%,2.29
3,terça,não,primavera,24.0,0.12,90.5,0.0,12.0%,0.73
5,segunda,não,inverno,10.7,0.0,56.6,0.0,97.0%,4.21
21,quarta,não,verão,32.7,0.0,73.9,0.0,37.0%,4.21
12,sexta,sim,inverno,19.8,0.0,32.4,2.01,95.0%,1.93
6,quarta,não,primavera,22.2,0.0,59.6,0.0,97.0%,0.61
17,sábado,não,outono,32.5,0.0,48.3,0.98,97.0%,3.13
22,terça,não,verão,32.2,0.0,71.6,0.0,39.0%,2.77
18,sábado,não,primavera,24.7,0.0,77.7,0.39,97.0%,2.41
5,sábado,não,inverno,8.6,0.0,52.0,0.0,97.0%,1.57
5,terça,não,inverno,18.7,0.0,55.8,0.0,50.0%,0.37
10,quarta,não,outono,27.7,0.0,61.8,1.53,41.0%,2.17
19,sábado,não,primavera,24.2,0.0,55.0,0.05,59.0%,4.09
14,sábado,não,verão,42.5,0.0,43.7,3.17,73.0%,1.81
18,domingo,não,inverno,16.6,0.0,46.8,0.0,78.0%,1.93
17,sábado,não,primavera,34.7,0.0,44.5,1.93,94.0%,2.41
13,quarta,sim,primavera,19.3,0.0,46.0,2.95,82.0%,5.05
7,quinta,não,inverno,13.4,0.0,46.8,0.0,97.0%,1.33
15,sexta,sim,inverno,21.0,0.0,37.7,1.75,97.0%,4.45
2,domingo,não,verão,32.0,7.49,92.0,0.0,29.0%,0.85
23,sexta,não,outono,33.2,0.58,83.7,0.0,88.0%,1.57
17,domingo,sim,outono,34.4,0.0,49.0,1.17,97.0%,3.13
13,domingo,não,outono,26.4,0.0,74.7,0.99,86.0%,1.69
12,segunda,não,verão,39.9,0.0,55.0,3.09,90.0%,2.65
11,segunda,não,primavera,27.7,0.0,42.2,2.67,97.0%,1.81
21,domingo,não,inverno,16.3,0.0,49.0,0.0,85.0%,2.65
7,domingo,não,verão,30.9,0.0,66.4,0.48,54.0%,1.09
6,sábado,não,inverno,14.3,0.0,70.1,0.0,37.0%,3.73
18,domingo,não,verão,41.4,0.0,55.8,1.0,89.0%,3.97
14,sexta,não,verão,36.0,0.0,50.5,2.36,81.0%,4.93
3,domingo,não,outono,29.5,2.3,86.0,0.0,78.0%,4.21
15,quarta,não,primavera,23.7,0.0,45.2,2.23,96.0%,5.89
4,sábado,não,primavera,19.5,0.0,56.6,0.0,97.0%,1.81
1,domingo,não,primavera,29.0,0.0,77.7,0.0,35.0%,1.45
23,domingo,não,inverno,18.1,0.0,61.8,0.0,95.0%,1.45
5,quarta,não,outono,22.7,0.0,73.1,0.0,59.0%,0.61
13,quinta,não,outono,21.9,0.0,37.7,0.21,78.0%,2.77
5,domingo,sim,outono,29.2,0.0,68.6,0.0,97.0%,1.21
14,terça,não,verão,40.5,0.0,59.6,3.05,94.0%,5.89
21,domingo,não,inverno,18.5,0.0,59.6,0.0,95.0%,3.25
22,quarta,não,primavera,28.5,0.0,44.5,0.0,97.0%,1.69
18,quarta,não,verão,33.9,0.0,65.6,0.5,61.0%,4.57
21,sábado,não,verão,37.6,0.0,80.7,0.0,71.0%,0.61
4,terça,não,inverno,17.3,0.0,80.7,0.0,18.0%,0.97
14,domingo,não,verão,36.2,0.0,51.3,2.01,37.0%,2.17
0,segunda,não,outono,26.7,0.0,76.9,0.0,70.0%,1.81
10,sexta,não,outono,27.5,0.0,51.3,1.66,95.0%,2.05
5,quarta,não,verão,32.1,0.58,91.2,0.0,97.0%,0.61
6,quinta,não,primavera,22.9,0.0,56.6,0.0,75.0%,1.33
5,sexta,não,verão,37.2,0.0,80.7,0.0,47.0%,2.29
7,domingo,não,inverno,12.0,0.0,44.5,0.0,97.0%,1.57
5,domingo,não,inverno,14.6,0.0,46.8,0.0,96.0%,4.09
14,quarta,não,outono,31.2,0.0,45.2,2.28,97.0%,4.45
23,domingo,não,verão,38.0,0.0,76.9,0.0,72.0%,1.93
2,quinta,não,outono,25.5,0.0,78.4,0.0,20.0%,0.97
5,sexta,não,verão,30.7,0.0,82.2,0.0,19.0%,1.45
0,quinta,não,inverno,20.1,0.0,73.1,0.0,14.0%,1.45
9,quinta,não,primavera,20.0,0.0,68.6,1.11,72.0%,1.81
0,sexta,não,verão,37.4,0.0,78.4,0.0,48.0%,0.97
3,segunda,não,outono,21.5,0.0,67.1,0.0,57.0%,1.21
11,quinta,não,verão,35.8,0.0,79.9,0.59,41.0%,3.37
1,quinta,não,primavera,29.2,0.0,69.4,0.0,91.0%,2.77
22,domingo,não,outono,25.0,0.0,69.4,0.0,39.0%,1.57
14,segunda,não,inverno,14.8,0.0,46.0,1.05,97.0%,6.61
5,terça,não,outono,25.6,0.0,69.4,0.0,50.0%,3.97
20,domingo,não,primavera,31.0,0.0,37.7,0.02,97.0%,2.05
6,segunda,não,outono,25.8,0.0,79.2,0.0,52.0%,0.49
14,quinta,não,inverno,21.2,0.0,53.5,0.96,46.0%,3.01
11,quarta,não,outono,29.7,0.0,52.0,2.04,96.0%,5.65
2,quinta,não,verão,31.8,0.0,79.9,0.0,28.0%,1.33
17,sábado,não,primavera,34.1,0.0,40.0,1.68,95.0%,4.93
17,quinta,não,primavera,31.9,0.0,54.3,1.14,31.0%,3.61
13,domingo,não,inverno,16.5,0.0,40.0,2.29,96.0%,3.73
3,segunda,não,primavera,20.1,0.0,74.7,0.0,20.0%,1.09
13,quarta,não,inverno,14.5,0.0,39.2,1.23,92.0%,3.73
9,sábado,não,primavera,28.4,0.0,60.3,1.57,24.0%,2.29
21,segunda,não,inverno,13.2,0.0,49.8,0.0,93.0%,3.73
23,segunda,não,primavera,29.2,0.0,70.9,0.0,63.0%,1.09
7,quarta,não,verão,34.0,0.0,83.0,0.38,93.0%,0.49
12,domingo,não,verão,37.6,0.0,48.3,3.15,39.0%,3.01
3,sexta,não,inverno,14.1,0.0,65.6,0.0,69.0%,1.33
20,segunda,não,verão,40.9,0.0,52.8,0.03,97.0%,1.93
3,sábado,não,inverno,17.7,0.0,67.1,0.0,66.0%,0.49
20,segunda,não,verão,35.5,0.0,50.5,0.12,97.0%,2.77
23,sexta,não,verão,33.6,0.0,43.7,0.0,88.0%,1.57
19,sexta,não,primavera,29.6,0.0,32.4,0.06,97.0%,0.85
6,sexta,não,outono,16.6,0.0,48.3,0.0,97.0%,1.93
8,sábado,não,verão,32.5,0.0,57.3,1.2,97.0%,2.17
8,terça,não,verão,31.9,0.0,58.8,1.23,40.0%,1.45
1,domingo,não,primavera,22.1,0.0,59.6,0.0,51.0%,1.93
8,quinta,não,primavera,27.2,0.0,78.4,0.14,18.0%,1.69
4,sexta,não,outono,30.1,0.0,57.3,0.0,97.0%,2.05
1,sábado,não,primavera,18.7,0.0,45.2,0.0,94.0%,0.73
7,sábado,não,inverno,18.7,0.0,83.0,0.0,10.0%,2.17
13,segunda,não,primavera,32.9,0.0,62.6,2.74,20.0%,2.53
17,sábado,não,verão,37.6,0.0,52.0,1.89,97.0%,1.93
23,sábado,não,inverno,17.9,0.0,47.5,0.0,84.0%,1.81
2,quarta,não,primavera,28.7,0.0,64.9,0.0,36.0%,1.45
16,sexta,não,inverno,15.5,0.0,41.5,1.42,96.0%,4.45
5,sexta,não,verão,36.5,0.0,83.0,0.0,32.0%,1.21
4,segunda,não,inverno,9.6,0.0,58.8,0.0,67.0%,1.09
18,segunda,não,verão,42.7,0.0,46.8,1.17,97.0%,1.33
11,sexta,não,verão,39.2,0.0,70.9,1.89,60.0%,1.45
2,terça,não,outono,26.1,0.0,70.9,0.0,49.0%,1.45
10,sábado,não,primavera,23.5,1.73,89.0,0.28,33.0%,1.45
13,terça,não,inverno,17.5,0.0,44.5,1.18,92.0%,2.65
22,sábado,não,primavera,30.6,0.0,43.7,0.0,97.0%,1.69
12,segunda,sim,outono,30.5,0.0,48.3,1.82,97.0%,0.97
4,sábado,não,outono,25.8,0.0,78.4,0.0,60.0%,0.61
23,quarta,não,verão,35.9,0.0,76.9,0.0,97.0%,0.61
18,sábado,não,verão,37.3,0.0,45.2,1.21,96.0%,3.85
17,terça,não,outono,26.2,0.0,50.5,0.34,82.0%,2.41
0,domingo,não,verão,38.3,0.0,64.1,0.0,87.0%,2.29
19,segunda,não,outono,23.9,0.0,64.1,0.0,28.0%,0.61
7,terça,não,verão,30.4,0.0,62.6,0.47,38.0%,0.97
11,quinta,não,primavera,30.7,0.0,38.5,2.59,78.0%,1.81
22,segunda,sim,outono,29.5,0.0,59.6,0.0,97.0%,2.53
3,sábado,não,verão,33.0,0.0,49.8,0.0,92.0%,0.49
1,sábado,não,inverno,14.0,0.0,52.0,0.0,96.0%,0.85
1,domingo,não,inverno,15.4,0.0,43.0,0.0,97.0%,1.93
12,quinta,não,primavera,30.3,0.0,42.2,3.28,91.0%,5.77
3,terça,não,outono,25.5,0.58,79.9,0.0,83.0%,3.61
9,quarta,não,inverno,7.8,0.0,38.5,0.2,97.0%,4.33
0,quarta,não,primavera,24.3,0.0,59.6,0.0,97.0%,1.09
4,quarta,não,primavera,23.1,0.0,55.0,0.0,75.0%,1.21
1,terça,não,outono,25.9,0.0,85.2,0.0,67.0%,3.37
21,sexta,não,primavera,20.4,0.0,73.9,0.0,23.0%,4.09
7,terça,não,primavera,23.9,0.0,91.2,0.0,6.0%,3.37
4,sexta,não,outono,32.4,0.0,64.9,0.0,97.0%,2.41
19,sexta,não,verão,31.9,0.58,89.0,0.14,86.0%,1.57
19,quarta,sim,verão,37.5,1.04,75.4,0.11,97.0%,1.09
20,domingo,sim,inverno,18.7,0.0,68.6,0.0,25.0%,4.21
14,domingo,não,outono,32.4,0.0,42.2,2.48,97.0%,5.53
1,quarta,não,verão,31.7,0.12,90.5,0.0,9.0%,3.85
6,quarta,não,primavera,26.1,2.3,89.7,0.0,97.0%,1.09
0,sexta,não,verão,35.1,0.0,83.7,0.0,88.0%,0.73
15,quinta,não,primavera,25.5,0.0,43.7,2.51,90.0%,5.65
10,sexta,não,primavera,30.5,0.0,45.2,1.99,30.0%,1.45
1,segunda,não,verão,36.1,0.0,66.4,0.0,97.0%,0.49
11,terça,não,outono,29.3,0.0,47.5,1.68,66.0%,1.09
10,segunda,não,inverno,12.0,0.0,39.2,0.59,92.0%,4.69
18,domingo,não,verão,38.2,0.0,44.5,1.15,88.0%,4.21
3,domingo,não,primavera,22.6,0.0,80.7,0.0,56.0%,3.01
5,terça,não,verão,31.3,0.0,76.2,0.0,40.0%,1.21
23,quinta,não,verão,32.7,0.0,69.4,0.0,97.0%,1.21
2,sábado,não,outono,31.3,0.0,82.2,0.0,75.0%,0.25
5,quarta,não,verão,31.1,0.0,80.7,0.0,22.0%,2.65
8,terça,não,primavera,23.9,0.0,91.2,0.01,7.0%,0.97
10,sábado,não,outono,32.2,0.0,57.3,1.88,97.0%,2.05
22,segunda,não,inverno,19.3,0.0,79.9,0.0,26.0%,3.13
16,quarta,não,outono,30.5,0.0,49.8,1.22,96.0%,1.81
5,terça,não,inverno,19.1,0.0,66.4,0.0,25.0%,0.85
15,domingo,não,primavera,34.3,0.0,46.0,1.82,92.0%,3.37
