hora,dia,feriado,estação,temperatura,chuva,umidade,sol,visibilidade,vento,aluguéis
1,segunda,não,outono,32.7,0.0,76.2,0.0,87.0%,3.37,355
10,sexta,sim,primavera,33.1,0.0,64.1,1.72,26.0%,1.69,1009
8,sábado,não,inverno,21.7,0.0,80.7,0.0,14.0%,1.33,193
13,quinta,não,primavera,31.1,0.0,30.9,2.89,71.0%,2.89,938
3,quinta,não,primavera,28.1,0.0,79.9,0.0,89.0%,1.21,262
10,quarta,não,verão,33.1,0.0,70.9,1.44,36.0%,3.97,1007
16,domingo,não,inverno,23.4,0.0,76.2,0.2,19.0%,2.17,610
12,quarta,não,verão,39.1,0.0,63.3,1.02,65.0%,3.49,802
12,domingo,não,outono,30.6,0.0,39.2,2.33,82.0%,2.53,1426
6,segunda,não,outono,20.9,0.0,71.6,0.0,52.0%,1.09,427
17,domingo,não,verão,38.9,0.0,43.7,1.79,80.0%,3.25,1759
8,domingo,não,primavera,28.8,0.0,74.7,0.11,39.0%,1.57,1475
17,quinta,não,inverno,12.1,0.0,50.5,0.28,93.0%,3.61,233
7,sábado,não,outono,22.5,0.0,80.7,0.01,54.0%,1.21,427
19,quinta,não,inverno,11.1,0.0,51.3,0.0,97.0%,3.85,256
13,segunda,não,inverno,13.7,0.0,35.4,1.28,96.0%,5.77,172
6,sexta,não,primavera,25.9,0.0,78.4,0.02,43.0%,1.45,11
9,terça,sim,outono,28.5,0.0,55.0,1.34,97.0%,1.45,557
9,domingo,não,inverno,16.2,0.0,52.8,0.15,53.0%,1.21,166
0,segunda,não,verão,32.5,0.0,73.9,0.0,47.0%,1.93,929
12,terça,não,verão,40.0,0.0,62.6,2.33,87.0%,4.33,574
12,domingo,não,inverno,19.4,0.0,39.2,0.88,58.0%,0.85,270
23,quinta,não,verão,32.9,0.0,62.6,0.0,58.0%,3.37,1506
23,domingo,sim,inverno,18.3,0.0,65.6,0.0,43.0%,4.09,137
1,quarta,não,primavera,23.9,0.0,61.8,0.0,97.0%,1.57,451
11,sexta,não,verão,40.1,0.0,60.3,2.57,50.0%,2.53,632
1,domingo,não,primavera,28.9,0.0,47.5,0.0,97.0%,0.49,583
2,quarta,não,inverno,11.4,0.0,58.1,0.0,95.0%,2.41,126
14,quinta,não,verão,41.9,0.0,48.3,3.17,97.0%,2.65,651
7,terça,não,verão,31.1,0.0,62.6,0.38,97.0%,1.57,1644
15,domingo,não,primavera,31.4,0.23,51.3,0.47,92.0%,3.13,240
8,sexta,não,primavera,29.7,0.0,61.1,1.21,39.0%,2.29,2001
6,terça,não,verão,34.2,1.73,85.2,0.0,43.0%,4.21,87
17,quarta,não,verão,40.1,0.0,52.8,1.95,76.0%,3.61,1607
4,quinta,não,verão,34.3,0.0,83.7,0.0,28.0%,1.33,236
7,quinta,não,primavera,24.7,0.0,59.6,0.32,93.0%,2.77,1266
9,segunda,não,verão,37.7,0.0,66.4,1.45,97.0%,1.21,905
12,sábado,não,primavera,30.5,0.0,46.8,2.41,58.0%,5.29,1086
0,quarta,não,inverno,12.0,0.0,54.3,0.0,97.0%,1.81,181
0,terça,não,outono,29.2,0.0,83.0,0.0,97.0%,0.61,1058
14,terça,não,inverno,21.7,0.0,33.2,2.12,91.0%,4.69,340
13,segunda,não,verão,40.3,0.0,58.8,1.23,71.0%,2.29,705
1,sábado,não,inverno,17.7,0.0,66.4,0.0,62.0%,0.73,269
23,segunda,não,verão,31.7,0.0,77.7,0.0,25.0%,1.93,1677
22,quinta,não,inverno,18.8,0.0,52.0,0.0,53.0%,2.65,326
22,domingo,não,outono,32.9,0.0,58.8,0.0,97.0%,2.17,1299
7,segunda,não,outono,31.7,0.0,91.2,0.03,22.0%,2.53,1302
9,domingo,não,verão,38.7,0.0,58.8,1.68,89.0%,2.29,534
16,sexta,não,primavera,23.7,1.15,90.5,0.21,14.0%,2.05,38
23,segunda,não,primavera,29.1,0.0,55.8,0.0,65.0%,2.17,1193
14,segunda,não,primavera,29.9,0.0,47.5,2.7,25.0%,3.73,589
23,sábado,não,inverno,15.4,0.0,79.2,0.0,20.0%,1.09,141
0,segunda,sim,inverno,16.2,0.0,48.3,0.0,66.0%,0.85,219
1,sexta,não,outono,31.0,0.0,76.9,0.0,97.0%,2.17,687
1,quarta,não,primavera,20.1,0.0,68.6,0.0,51.0%,3.49,231
15,domingo,não,outono,25.1,0.0,61.8,0.29,28.0%,2.65,844
8,sexta,não,primavera,26.0,0.0,63.3,0.42,27.0%,2.17,1420
7,domingo,não,verão,32.0,0.0,79.9,0.16,16.0%,1.21,375
13,sexta,não,primavera,23.5,0.0,89.7,0.4,22.0%,2.53,98
16,domingo,não,primavera,26.3,0.0,64.1,0.57,67.0%,4.57,131
2,segunda,não,verão,34.1,0.0,78.4,0.0,43.0%,2.05,579
15,terça,não,inverno,20.8,0.0,48.3,1.96,95.0%,6.61,300
10,sábado,não,primavera,29.8,0.0,52.0,2.61,97.0%,2.77,1063
3,sexta,não,primavera,19.6,0.0,79.2,0.0,26.0%,1.57,141
5,domingo,não,outono,23.8,0.0,73.1,0.0,64.0%,1.81,154
6,domingo,não,verão,32.1,0.0,91.2,0.02,97.0%,1.33,539
11,sexta,não,primavera,29.6,0.0,29.4,1.8,97.0%,2.29,872
23,sexta,não,primavera,21.7,0.0,49.8,0.0,35.0%,2.29,430
15,quarta,não,inverno,20.9,0.0,43.0,0.39,63.0%,2.41,328
20,quarta,não,inverno,20.2,0.0,40.0,0.0,72.0%,3.61,275
23,domingo,não,outono,27.7,0.0,58.1,0.0,97.0%,2.77,9
16,sábado,não,primavera,34.7,0.0,43.7,2.54,97.0%,2.05,2489
21,quinta,não,inverno,20.3,0.0,66.4,0.0,56.0%,3.25,400
0,sábado,não,verão,31.0,0.0,61.1,0.0,97.0%,2.17,1229
4,quarta,não,primavera,19.2,0.0,47.5,0.0,97.0%,3.01,80
7,sábado,não,primavera,28.3,0.0,66.4,0.46,44.0%,0.97,511
16,quarta,não,primavera,23.9,0.0,46.0,1.73,91.0%,4.81,977
17,quinta,não,primavera,35.3,0.0,41.5,1.5,96.0%,3.01,2402
16,quinta,não,verão,39.5,0.0,60.3,0.92,97.0%,2.53,955
10,sábado,não,verão,39.3,0.0,56.6,2.32,41.0%,1.57,705
4,quinta,não,outono,22.4,0.0,72.4,0.0,51.0%,0.85,166
18,segunda,não,inverno,15.7,0.0,38.5,0.16,97.0%,3.25,454
14,sexta,não,primavera,35.7,0.0,35.4,2.92,94.0%,3.01,1173
23,domingo,não,outono,32.5,0.0,60.3,0.0,97.0%,3.25,952
21,sábado,não,verão,38.5,0.0,58.8,0.0,97.0%,2.41,1740
4,domingo,não,outono,22.9,0.0,67.1,0.0,97.0%,1.57,160
7,terça,não,verão,33.4,0.0,84.5,0.06,97.0%,1.21,1190
8,terça,não,verão,38.3,0.0,62.6,1.03,84.0%,1.21,1832
6,quinta,não,verão,38.7,0.0,64.9,0.01,77.0%,1.81,550
8,sexta,não,inverno,14.0,0.0,64.9,0.0,73.0%,1.57,200
23,quarta,não,outono,24.0,0.0,57.3,0.0,97.0%,0.97,909
1,sexta,não,verão,34.1,0.0,76.2,0.0,54.0%,1.57,666
16,sexta,não,primavera,26.5,0.0,36.2,1.98,81.0%,3.61,908
14,sexta,não,verão,34.6,1.73,88.2,0.26,12.0%,3.73,159
8,quarta,não,inverno,22.1,0.0,61.1,0.04,22.0%,3.25,821
8,terça,não,outono,31.7,0.0,61.1,0.73,97.0%,2.17,2291
4,sexta,não,inverno,19.1,0.0,90.5,0.0,12.0%,3.25,51
9,domingo,não,inverno,13.1,0.0,49.0,0.17,94.0%,2.41,118
20,quarta,não,primavera,29.5,0.0,40.0,0.01,96.0%,5.41,1660
4,terça,não,outono,32.5,0.0,84.5,0.0,58.0%,1.33,346
7,sexta,não,outono,23.2,0.0,72.4,0.0,97.0%,0.73,1200
4,sexta,não,verão,35.7,0.0,82.2,0.0,53.0%,0.97,169
21,quinta,não,inverno,16.1,0.0,49.8,0.0,78.0%,1.57,280
13,quinta,não,primavera,31.3,0.0,54.3,2.32,29.0%,2.53,727
13,terça,não,outono,31.3,0.0,41.5,2.02,91.0%,2.65,1122
3,quinta,não,outono,32.3,0.0,69.4,0.0,97.0%,2.29,311
5,sexta,não,primavera,27.9,0.0,74.7,0.0,31.0%,0.97,211
4,sábado,não,primavera,26.4,0.0,56.6,0.0,94.0%,2.17,257
6,sábado,não,primavera,18.9,0.0,57.3,0.0,97.0%,1.57,110
6,terça,não,primavera,18.4,0.0,91.2,0.0,4.0%,0.97,254
13,segunda,não,primavera,29.8,4.61,90.5,0.26,13.0%,1.33,341
4,terça,não,inverno,10.6,0.0,53.5,0.0,97.0%,2.77,58
6,sexta,não,verão,29.8,0.0,80.7,0.07,97.0%,1.81,623
13,quinta,não,primavera,33.9,0.0,44.5,3.28,91.0%,4.69,1088
6,quinta,não,outono,21.6,0.0,75.4,0.0,39.0%,1.57,371
18,sábado,não,primavera,24.3,0.0,75.4,0.45,14.0%,3.85,749
18,quarta,não,outono,34.3,0.0,59.6,0.12,82.0%,2.89,13
0,sexta,não,primavera,26.2,0.0,76.9,0.0,21.0%,0.97,498
9,sábado,não,outono,31.5,0.0,76.9,1.17,36.0%,1.81,820
0,domingo,não,inverno,17.1,0.0,83.7,0.0,48.0%,1.57,340
9,sexta,não,outono,25.7,0.0,58.1,1.05,97.0%,1.45,1204
6,segunda,não,inverno,10.5,0.0,58.8,0.0,93.0%,3.13,36
15,terça,não,inverno,14.5,0.0,40.7,0.92,97.0%,3.61,255
0,segunda,não,inverno,17.7,0.0,63.3,0.0,90.0%,1.09,149
16,quarta,não,inverno,20.8,0.0,28.7,1.71,97.0%,4.93,416
5,terça,não,outono,18.8,0.0,55.0,0.0,97.0%,0.73,155
14,domingo,não,verão,39.9,0.0,55.8,3.13,85.0%,2.65,833
11,quinta,não,outono,34.5,0.0,49.0,2.62,89.0%,2.05,1186
13,quinta,não,inverno,20.5,0.0,83.7,0.54,11.0%,1.57,197
23,quinta,não,inverno,15.8,0.0,44.5,0.0,97.0%,3.01,197
2,sexta,não,verão,33.5,0.0,65.6,0.0,97.0%,1.33,394
7,segunda,não,primavera,20.3,0.0,58.1,0.0,53.0%,0.85,668
1,segunda,sim,outono,26.3,0.0,61.8,0.0,97.0%,1.09,12
15,terça,não,outono,28.5,0.0,46.0,1.5,86.0%,2.41,993
21,domingo,não,inverno,20.3,0.0,65.6,0.0,38.0%,1.45,256
23,segunda,não,outono,26.5,0.0,73.9,0.0,14.0%,1.57,10
15,segunda,não,primavera,23.5,0.0,56.6,0.94,33.0%,3.73,621
1,segunda,não,primavera,28.0,0.0,41.5,0.0,97.0%,1.57,427
8,quarta,não,outono,22.6,0.0,83.0,0.03,22.0%,1.33,1636
17,domingo,não,primavera,34.0,0.0,42.2,1.01,94.0%,4.09,2313
7,quinta,não,primavera,26.7,0.0,64.1,0.42,89.0%,1.81,1405
8,quinta,não,inverno,7.4,0.0,42.2,0.01,97.0%,4.21,358
13,segunda,sim,inverno,17.3,0.0,43.0,1.18,97.0%,4.81,249
19,domingo,não,outono,24.1,0.0,57.3,0.0,77.0%,1.21,694
1,terça,não,outono,20.3,0.0,59.6,0.0,97.0%,1.45,447
8,quinta,não,inverno,16.1,0.0,71.6,0.0,57.0%,1.21,665
12,sexta,não,verão,40.5,0.0,62.6,2.37,63.0%,3.37,628
1,quinta,não,primavera,28.4,0.0,81.4,0.0,91.0%,0.61,621
0,sexta,não,inverno,8.3,0.0,43.7,0.0,97.0%,2.29,77
6,quarta,não,inverno,18.9,0.0,52.0,0.0,62.0%,1.09,165
12,sexta,não,outono,29.9,0.0,43.0,2.39,97.0%,1.57,1176
11,terça,não,outono,32.5,0.0,49.0,2.36,96.0%,2.53,13
13,sábado,não,primavera,23.3,0.0,38.5,0.86,97.0%,2.41,859
2,segunda,não,verão,38.0,0.0,70.1,0.0,97.0%,1.21,512
10,segunda,não,primavera,22.7,0.0,48.3,0.65,52.0%,1.45,421
18,segunda,não,verão,34.9,0.0,80.7,0.26,95.0%,1.21,2165
18,quarta,não,verão,34.9,0.0,83.7,0.25,85.0%,2.53,840
15,segunda,não,verão,40.3,0.0,52.0,1.84,91.0%,2.53,1007
19,quarta,não,inverno,18.1,0.0,53.5,0.0,62.0%,3.25,521
5,quinta,não,verão,29.8,0.0,83.7,0.0,97.0%,0.97,309
10,sexta,não,verão,33.0,0.0,70.1,2.04,24.0%,2.65,928
14,domingo,não,verão,35.5,0.12,70.1,0.56,64.0%,4.57,429
18,domingo,não,inverno,22.3,0.0,81.4,0.0,16.0%,2.53,456
1,domingo,não,outono,31.4,0.0,60.3,0.0,97.0%,1.69,701
16,quinta,não,verão,42.1,0.0,47.5,1.81,97.0%,3.49,833
22,domingo,não,primavera,27.3,0.0,83.7,0.0,21.0%,2.89,1168
18,quinta,não,inverno,19.7,0.0,64.1,0.0,97.0%,3.85,222
1,domingo,não,primavera,29.0,0.0,66.4,0.0,78.0%,1.45,437
15,domingo,não,outono,36.8,0.0,49.0,1.98,96.0%,2.17,1260
4,sábado,não,inverno,15.0,0.0,70.9,0.0,34.0%,3.49,91
16,quinta,não,primavera,34.7,0.0,46.8,1.1,93.0%,2.89,2225
8,sábado,não,outono,18.8,0.0,72.4,0.05,68.0%,1.45,540
9,quinta,não,inverno,17.1,0.0,56.6,0.58,81.0%,1.33,395
7,sábado,não,primavera,21.0,0.0,58.8,0.01,29.0%,1.33,211
20,sábado,não,primavera,31.5,0.0,58.1,0.0,90.0%,2.65,1576
22,terça,não,inverno,14.2,0.0,42.2,0.0,97.0%,4.45,134
15,domingo,não,outono,24.7,0.0,58.8,0.76,33.0%,1.81,852
6,segunda,não,outono,24.5,0.0,67.1,0.0,82.0%,1.21,527
0,quinta,não,outono,19.8,0.0,40.7,0.0,92.0%,1.09,531
19,terça,não,primavera,28.0,0.0,41.5,0.25,76.0%,3.97,1370
4,sábado,não,outono,24.3,0.0,74.7,0.0,91.0%,0.73,251
7,terça,não,verão,32.5,1.73,83.7,0.03,18.0%,1.21,64
14,quarta,não,verão,36.7,0.0,53.5,3.24,48.0%,3.49,1172
11,terça,não,primavera,27.7,0.0,64.9,1.08,97.0%,2.17,725
3,terça,sim,outono,26.8,0.0,68.6,0.0,97.0%,0.85,237
6,domingo,não,verão,34.9,0.0,80.7,0.02,75.0%,0.49,297
3,quarta,não,verão,37.2,0.0,81.4,0.0,49.0%,0.85,329
17,quinta,não,primavera,25.0,0.0,50.5,1.12,97.0%,1.93,870
9,quinta,não,outono,25.2,0.0,66.4,0.91,75.0%,1.45,1181
19,quinta,não,verão,40.9,0.0,51.3,0.3,97.0%,2.89,1496
18,sábado,não,verão,34.4,0.0,58.1,0.48,97.0%,1.81,2379
12,sexta,não,outono,26.6,1.15,86.0,0.19,14.0%,1.57,35
16,domingo,não,primavera,25.4,0.0,37.7,1.75,95.0%,2.53,686
17,quarta,não,outono,29.6,0.0,43.0,0.43,96.0%,2.89,1604
6,quarta,não,inverno,19.1,0.0,67.9,0.0,75.0%,1.33,113
16,sexta,não,primavera,24.7,0.0,60.3,1.1,48.0%,3.97,606
5,domingo,sim,inverno,17.8,0.0,82.2,0.0,16.0%,3.61,37
20,sexta,não,primavera,32.4,0.0,50.5,0.0,38.0%,2.41,1371
6,sexta,não,outono,31.9,0.0,76.9,0.0,97.0%,1.45,653
12,terça,não,inverno,21.9,0.0,46.0,0.43,40.0%,1.09,360
20,sábado,não,inverno,16.1,0.0,43.7,0.0,97.0%,2.05,396
18,sexta,não,inverno,18.4,0.0,50.5,0.0,72.0%,1.33,696
10,quarta,não,outono,35.3,0.0,55.0,2.13,97.0%,4.93,856
22,sexta,não,inverno,16.5,0.0,55.0,0.0,97.0%,0.25,401
5,sexta,não,verão,29.9,0.58,83.0,0.0,89.0%,1.57,176
3,quarta,não,verão,30.7,0.0,73.1,0.0,95.0%,1.45,596
10,terça,não,outono,22.4,0.0,46.8,1.51,93.0%,3.25,694
16,sexta,não,inverno,11.1,0.0,39.2,0.77,87.0%,3.49,162
19,quarta,não,outono,35.3,0.0,59.6,0.15,97.0%,4.09,2480
5,terça,não,outono,31.1,0.0,64.9,0.0,97.0%,2.17,234
3,segunda,não,verão,36.6,0.0,62.6,0.0,97.0%,1.93,258
16,sexta,não,primavera,33.8,0.0,43.0,2.12,42.0%,3.13,1456
4,domingo,não,outono,33.3,0.35,85.2,0.0,22.0%,1.09,198
23,sexta,não,verão,35.8,0.0,81.4,0.0,80.0%,1.45,1444
20,quarta,não,primavera,28.5,0.0,67.1,0.0,48.0%,2.89,1147
1,terça,não,verão,32.3,0.0,67.9,0.0,74.0%,1.21,774
23,quinta,não,outono,25.2,0.0,81.4,0.0,12.0%,1.81,688
7,quarta,não,outono,20.0,0.0,36.2,0.0,64.0%,0.49,805
22,segunda,não,outono,25.3,0.0,64.9,0.0,97.0%,1.69,1362
15,domingo,não,verão,37.7,0.0,46.8,2.12,36.0%,4.33,1263
20,quinta,não,outono,29.3,1.15,90.5,0.0,51.0%,3.49,58
2,quinta,não,inverno,14.7,0.0,50.5,0.0,97.0%,2.65,119
19,sexta,não,outono,31.9,0.0,79.2,0.02,97.0%,1.45,1731
5,sexta,não,verão,34.9,0.0,81.4,0.0,63.0%,1.93,306
18,quarta,sim,verão,36.1,0.0,57.3,1.09,67.0%,3.25,2174
0,sexta,não,primavera,20.3,0.0,72.4,0.0,44.0%,1.81,340
6,quinta,não,verão,34.5,0.0,90.5,0.0,59.0%,2.17,298
19,segunda,não,verão,34.8,0.0,80.7,0.1,97.0%,0.73,1629
11,quarta,sim,primavera,18.9,0.0,57.3,2.2,50.0%,5.77,249
18,quarta,não,primavera,29.4,0.0,43.0,0.86,58.0%,4.33,1929
15,sexta,não,verão,37.3,0.0,65.6,2.47,36.0%,3.61,1217
22,terça,não,inverno,9.1,0.0,52.0,0.0,97.0%,5.05,130
19,quinta,não,inverno,18.9,0.0,71.6,0.0,45.0%,1.33,363
7,quarta,não,outono,26.5,0.0,81.4,0.0,59.0%,4.09,1234
7,segunda,não,outono,26.0,0.0,79.2,0.0,47.0%,1.21,1283
4,domingo,não,verão,36.3,0.0,73.9,0.0,88.0%,1.21,251
21,sábado,sim,outono,30.1,0.0,62.6,0.0,97.0%,2.17,1605
5,quinta,não,outono,21.9,0.0,76.9,0.0,46.0%,1.93,184
3,sexta,não,inverno,14.6,0.0,60.3,0.0,67.0%,1.45,113
22,sábado,não,primavera,32.5,0.0,63.3,0.0,58.0%,1.45,1691
19,domingo,não,primavera,25.0,0.0,58.1,0.01,39.0%,2.29,242
23,terça,não,primavera,25.1,0.0,49.0,0.0,74.0%,1.57,689
4,terça,não,verão,33.4,0.0,89.7,0.0,93.0%,0.73,205
19,segunda,sim,outono,29.9,0.0,53.5,0.0,97.0%,2.89,9
18,sábado,não,outono,20.1,0.0,83.0,0.0,41.0%,1.57,431
17,domingo,não,primavera,31.3,0.0,65.6,1.61,54.0%,3.37,2421
16,quinta,não,primavera,25.7,0.0,47.5,1.96,97.0%,1.69,726
23,quarta,não,outono,31.9,0.0,61.1,0.0,97.0%,1.33,5
22,sábado,não,outono,26.1,0.0,63.3,0.0,49.0%,0.85,1154
2,domingo,não,inverno,17.3,0.0,65.6,0.0,19.0%,1.45,114
17,quinta,não,outono,21.6,0.0,49.0,0.25,97.0%,4.21,1111
16,segunda,sim,outono,33.0,0.0,41.5,1.87,97.0%,3.49,1446
8,sexta,não,primavera,29.3,0.0,92.0,0.11,25.0%,0.61,405
9,segunda,não,primavera,26.9,0.0,57.3,1.65,79.0%,4.93,1073
19,quinta,não,primavera,22.2,0.0,58.1,0.02,97.0%,2.29,791
15,domingo,não,primavera,34.1,0.0,50.5,2.28,66.0%,3.61,1001
11,quarta,não,verão,34.1,0.0,60.3,2.33,52.0%,3.13,1110
9,segunda,não,primavera,30.1,0.0,38.5,2.02,97.0%,1.81,1133
0,quarta,não,verão,33.8,0.58,92.0,0.0,45.0%,0.49,357
20,domingo,sim,outono,31.8,0.0,54.3,0.0,97.0%,4.21,1297
21,quarta,não,verão,38.1,0.0,73.9,0.0,65.0%,2.89,1825
12,sábado,não,outono,29.4,0.0,45.2,2.45,70.0%,1.09,1412
13,terça,não,outono,27.3,0.0,50.5,1.92,82.0%,2.89,920
3,terça,não,verão,31.6,0.0,70.1,0.0,57.0%,1.93,374
13,segunda,não,primavera,25.1,0.0,64.1,0.38,73.0%,4.69,395
9,quarta,não,primavera,31.5,0.0,77.7,0.45,20.0%,1.81,1206
23,sexta,não,outono,19.7,0.0,42.2,0.0,97.0%,2.05,553
21,quarta,não,inverno,15.3,0.0,50.5,0.0,97.0%,5.65,407
4,segunda,não,outono,22.5,0.0,71.6,0.0,97.0%,1.57,183
12,segunda,não,primavera,29.9,4.03,89.7,0.16,8.0%,1.09,68
12,sexta,não,outono,34.7,0.0,48.3,2.64,96.0%,1.81,1206
9,quarta,não,primavera,28.1,0.0,64.9,0.19,86.0%,1.69,769
16,quinta,não,inverno,18.5,0.0,61.1,0.19,59.0%,3.01,397
2,segunda,não,primavera,22.7,0.0,83.0,0.0,20.0%,0.97,38
14,sábado,não,inverno,16.1,0.0,34.7,1.07,96.0%,5.41,299
19,domingo,não,primavera,30.1,0.0,73.1,0.34,43.0%,2.65,2033
20,segunda,não,primavera,24.6,0.0,55.8,0.0,19.0%,2.77,808
5,sexta,não,primavera,25.9,0.0,63.3,0.0,41.0%,0.73,175
23,sexta,sim,inverno,17.0,0.0,56.6,0.0,65.0%,4.09,89
2,sexta,não,outono,26.9,0.0,62.6,0.0,88.0%,1.33,447
20,sábado,não,primavera,22.8,0.0,42.2,0.0,84.0%,2.53,545
12,segunda,não,verão,40.7,0.0,54.3,1.89,97.0%,2.17,674
12,terça,não,outono,37.6,0.0,52.8,2.96,96.0%,2.17,1095
19,sexta,não,outono,27.1,0.0,67.9,0.0,34.0%,2.29,1628
13,sábado,não,outono,25.4,0.0,46.8,1.63,97.0%,5.77,1133
4,segunda,não,primavera,22.3,0.0,69.4,0.0,77.0%,1.09,86
12,segunda,não,primavera,22.9,0.0,56.6,1.13,79.0%,1.45,525
21,sábado,não,verão,37.1,0.0,66.4,0.0,97.0%,3.61,2021
3,sexta,não,outono,30.5,0.0,57.3,0.0,97.0%,2.05,271
13,domingo,não,outono,36.2,0.0,52.0,2.6,97.0%,2.41,1080
4,domingo,não,outono,22.5,0.0,72.4,0.0,54.0%,1.45,8
17,segunda,não,outono,24.1,0.0,54.3,0.25,47.0%,2.29,1246
20,terça,não,inverno,16.7,0.0,45.2,0.0,97.0%,1.45,274
19,quinta,não,inverno,18.3,0.0,76.2,0.0,97.0%,2.29,612
16,terça,não,primavera,28.5,0.0,36.2,2.0,75.0%,2.05,1200
15,terça,sim,primavera,32.4,0.12,72.4,0.31,32.0%,3.49,169
8,quinta,não,outono,24.0,0.0,76.2,0.21,97.0%,0.85,2166
18,sexta,não,primavera,30.3,0.0,64.1,1.05,38.0%,4.45,7
9,sexta,não,outono,34.1,2.3,83.0,0.14,16.0%,1.69,730
18,domingo,não,primavera,28.5,0.0,33.9,0.94,97.0%,3.73,8
1,sábado,não,outono,25.6,0.0,72.4,0.0,96.0%,0.25,783
10,quarta,não,verão,36.7,0.0,71.6,2.14,91.0%,2.17,832
18,quarta,não,verão,35.0,0.0,70.1,0.52,55.0%,2.05,3183
21,quarta,não,outono,26.4,0.0,68.6,0.0,96.0%,1.45,1471
14,quarta,não,primavera,27.0,2.3,91.2,0.15,10.0%,1.21,30
9,terça,não,outono,32.2,0.0,66.4,1.13,59.0%,1.57,14
20,sábado,não,outono,31.9,0.0,57.3,0.0,97.0%,1.69,1611
21,domingo,não,primavera,27.7,0.0,83.0,0.0,26.0%,1.33,1576
15,quinta,não,primavera,26.1,0.0,91.2,0.26,6.0%,4.33,343
2,terça,não,inverno,11.3,0.0,48.3,0.0,97.0%,1.45,97
13,quarta,não,inverno,23.1,0.0,67.1,0.61,38.0%,4.81,362
22,sexta,não,outono,29.7,0.0,70.9,0.0,97.0%,1.45,13
9,quinta,não,outono,21.5,0.0,63.3,0.82,59.0%,1.33,1016
0,sábado,não,verão,33.7,0.0,81.4,0.0,18.0%,2.53,1280
14,terça,sim,outono,34.1,0.0,39.2,2.77,97.0%,1.93,1530
16,sexta,não,outono,31.2,0.0,40.0,1.34,97.0%,3.61,1532
8,domingo,não,outono,22.5,0.0,79.2,0.11,18.0%,1.21,404
20,sábado,não,primavera,23.1,0.0,80.7,0.0,10.0%,4.21,525
12,quinta,não,verão,39.7,0.0,61.1,1.94,52.0%,2.17,608
17,sexta,não,primavera,34.1,0.0,39.2,1.26,90.0%,3.97,2025
16,segunda,não,primavera,28.6,0.58,89.7,0.11,18.0%,5.89,409
19,quinta,não,verão,38.2,0.0,52.0,0.36,97.0%,3.25,2291
6,segunda,sim,outono,27.9,0.0,67.9,0.0,97.0%,0.85,150
1,quarta,não,verão,37.3,0.0,78.4,0.0,64.0%,2.05,711
3,sexta,não,outono,34.5,0.0,70.9,0.0,97.0%,0.61,218
4,domingo,não,primavera,25.2,0.0,65.6,0.0,62.0%,1.09,190
19,quinta,não,primavera,29.9,0.0,43.7,0.16,38.0%,2.89,1502
16,segunda,não,outono,29.6,0.0,43.7,1.47,95.0%,1.69,1503
5,segunda,não,inverno,14.8,0.0,79.2,0.0,45.0%,1.33,40
20,segunda,não,primavera,24.6,1.15,89.7,0.0,36.0%,2.17,47
7,sexta,não,verão,32.3,0.0,67.9,0.1,97.0%,1.93,456
18,quarta,não,verão,37.3,0.0,74.7,0.52,76.0%,3.13,2939
8,quarta,não,outono,25.9,0.0,85.2,0.01,14.0%,1.57,1181
2,sábado,não,primavera,19.9,0.0,60.3,0.0,97.0%,0.97,276
5,segunda,não,verão,35.9,0.0,64.9,0.0,97.0%,0.97,280
9,domingo,não,verão,36.3,0.0,71.6,0.97,74.0%,1.45,723
18,quinta,não,outono,33.3,0.0,46.8,0.31,97.0%,1.21,3165
20,sexta,não,verão,38.8,0.0,73.1,0.04,64.0%,3.61,1577
2,sábado,não,verão,33.9,0.0,58.1,0.0,97.0%,1.57,711
23,quinta,não,primavera,26.6,0.0,61.8,0.0,90.0%,3.25,940
2,sábado,não,inverno,17.7,0.0,67.1,0.0,67.0%,0.97,221
21,sábado,não,primavera,19.0,0.0,43.7,0.0,92.0%,1.93,403
21,sexta,não,primavera,22.2,0.0,50.5,0.0,97.0%,2.41,724
10,domingo,não,outono,33.5,0.0,52.0,2.08,97.0%,2.05,929
23,domingo,não,inverno,15.7,0.0,54.3,0.0,75.0%,2.05,234
0,sexta,não,outono,25.2,0.0,68.6,0.0,97.0%,2.05,793
14,sábado,não,outono,32.7,0.0,47.5,2.56,82.0%,3.25,14
20,segunda,não,primavera,26.7,0.0,53.5,0.02,94.0%,4.09,1415
23,terça,não,primavera,27.3,0.0,79.2,0.0,47.0%,3.37,582
4,sexta,não,inverno,17.9,0.0,52.0,0.0,60.0%,1.93,70
13,domingo,não,primavera,32.9,0.0,38.5,3.35,51.0%,2.89,1642
4,quarta,sim,verão,37.5,0.0,73.1,0.0,89.0%,0.85,324
3,sexta,não,outono,18.3,0.0,70.1,0.0,65.0%,1.33,224
0,sábado,não,inverno,17.9,0.0,63.3,0.0,70.0%,0.97,240
15,segunda,não,outono,31.8,0.0,41.5,1.25,42.0%,2.17,1175
3,terça,não,inverno,16.6,0.0,70.9,0.0,97.0%,1.45,82
0,sexta,não,verão,32.6,0.0,52.0,0.0,96.0%,1.93,953
8,sábado,não,verão,30.8,0.0,61.1,1.05,95.0%,1.45,903
2,domingo,sim,inverno,21.9,0.0,78.4,0.0,9.0%,1.33,203
8,domingo,não,primavera,29.9,0.0,71.6,0.17,72.0%,0.85,1687
